"","year","age","sex","maritl","race","education","region","jobclass","health","health_ins","logwage","wage"
"157989",2003,39,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.97772360528885,145.143601176911
"88028",2004,52,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.60205999132796,99.6894636984864
"155697",2003,50,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.94939000664491,141.08887439127
"234523",2006,48,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.81291335664286,123.089699847943
"233149",2006,47,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.86332286012046,129.453644576625
"13626",2005,27,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.7160033436348,111.720849360989
"234640",2006,39,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.64345267648619,103.90247060316
"453255",2009,44,"1. Male","2. Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.77815125038364,118.884359339886
"154195",2003,37,"1. Male","2. Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.02118929906994,151.591484239814
"232628",2006,52,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.6232492903979,101.82435207568
"85539",2004,26,"1. Male","1. Never Married","3. Asian","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864
"377464",2008,39,"1. Male","2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.60205999132796,99.6894636984864
"230582",2006,25,"1. Male","2. Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.60205999132796,99.6894636984864
"9573",2005,31,"1. Male","1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.54406804435028,94.0727147457005
"84164",2004,58,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",5.02530586526477,152.216806827106
"11880",2005,30,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.65321251377534,104.921506533664
"85545",2004,27,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.17609125905568,65.1108537153447
"153581",2003,40,"1. Male","4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.55630250076729,95.2307125669819
"232176",2006,55,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.15836249209525,173.879493310012
"450900",2009,35,"1. Male","2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.26481782300954,193.411070530969
"377900",2008,48,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.74036268949424,114.475713290347
"232371",2006,29,"1. Male","1. Never Married","3. Asian","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",5.07918124604763,160.642475408263
"12056",2005,25,"1. Male","1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.49415459401844,89.4924795180001
"84397",2004,40,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.79239168949825,120.589436530402
"233497",2006,27,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.30102999566398,73.7757432746946
"228458",2006,44,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.84509804001426,127.115743812184
"230993",2006,49,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
"153269",2003,22,"1. Male","1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",3.54406804435028,34.6074177301288
"305585",2007,45,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.74036268949424,114.475713290347
"302536",2007,33,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.44715803134222,85.3839403789827
"307024",2007,63,"1. Male","2. Married","2. Black","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.76312762749814,318.342430056529
"233435",2006,49,"1. Male","1. Never Married","2. Black","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.95424250943933,141.77517233318
"12288",2005,39,"1. Male","1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.8750612633917,130.982177377461
"303912",2007,25,"1. Male","1. Never Married","4. Other","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.30102999566398,73.7757432746946
"14404",2005,29,"1. Male","1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.8750612633917,130.982177377461
"233441",2006,37,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.31806333496276,75.0431540173515
"377452",2008,35,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5.04336227802113,154.990260276812
"449474",2009,46,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.65321251377534,104.921506533664
"381113",2008,58,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.29207877211666,73.118306923864
"156406",2003,39,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.81291335664286,123.089699847943
"378714",2008,41,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.06069784035361,157.700527725737
"376309",2008,29,"1. Male","2. Married","2. Black","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.39794000867204,81.2832532842527
"451901",2009,37,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.67521907955274,107.256062128429
"450725",2009,62,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.36921585741014,78.9816745162994
"375024",2008,27,"1. Male","1. Never Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.30102999566398,73.7757432746946
"159821",2003,37,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.54406804435028,94.0727147457005
"229865",2006,56,"1. Male","5. Separated","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.60205999132796,99.6894636984864
"83880",2004,36,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.17609125905568,176.989650489877
"9965",2005,23,"1. Male","1. Never Married","4. Other","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.30102999566398,73.7757432746946
"157250",2003,46,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864
"453371",2009,26,"1. Male","1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.54406804435028,94.0727147457005
"228243",2006,43,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.55630250076729,95.2307125669819
"307645",2007,36,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.84509804001426,127.115743812184
"156420",2003,54,"1. Male","5. Separated","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.60205999132796,99.6894636984864
"160039",2003,62,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.56110138364906,95.6888119067371
"233379",2006,40,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199
"231082",2006,53,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
"301920",2007,48,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.17609125905568,176.989650489877
"80687",2004,23,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.11394335230684,61.1875264339915
"450566",2009,34,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.39794000867204,81.2832532842527
"86450",2004,43,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",5.5467412584381,256.400649562425
"234600",2006,55,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.39794000867204,81.2832532842527
"307663",2007,59,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.39794000867204,81.2832532842527
"303900",2007,60,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.02118929906994,55.7673905084923
"453852",2009,49,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.32221929473392,75.3556793180091
"230477",2006,45,"1. Male","2. Married","3. Asian","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.8750612633917,130.982177377461
"227901",2006,31,"1. Male","4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",3.77815125038364,43.7351116779821
"86826",2004,34,"1. Male","1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.74036268949424,114.475713290347
"8653",2005,26,"1. Male","1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.74036268949424,114.475713290347
"305209",2007,22,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.39794000867204,81.2832532842527
"81173",2004,40,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.22788670461367,68.5721657022738
"451854",2009,41,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199
"228591",2006,36,"1. Male","1. Never Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.57978359661681,97.4932940453934
"302140",2007,38,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.13353890837022,62.3983547205685
"153731",2003,48,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.57978359661681,97.4932940453934
"228955",2006,47,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.90308998699194,134.705375118879
"9621",2005,47,"1. Male","5. Separated","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.11394335230684,61.1875264339915
"305165",2007,35,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.77815125038364,118.884359339886
"378023",2008,49,"1. Male","2. Married","3. Asian","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.17609125905568,65.1108537153447
"82989",2004,40,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199
"82023",2004,32,"1. Male","3. Widowed","3. Asian","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.65321251377534,104.921506533664
"374706",2008,57,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.30102999566398,73.7757432746946
"379611",2008,56,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.95424250943933,141.77517233318
"452592",2009,73,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.50514997831991,90.4819133566401
"305871",2007,29,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.30102999566398,73.7757432746946
"157388",2003,49,"1. Male","2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.90308998699194,134.705375118879
"448936",2009,30,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199
"377039",2008,29,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.51851393987789,91.6992261117042
"82375",2004,36,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.55630250076729,95.2307125669819
"449852",2009,39,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.05307844348342,156.503510882633
"301195",2007,48,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.65321251377534,104.921506533664
"228628",2006,45,"1. Male","2. Married","2. Black","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864
"85756",2004,50,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4,54.5981500331442
"160269",2003,42,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",3.47712125471966,32.3664131748549
"301711",2007,58,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.77815125038364,118.884359339886
"304988",2007,48,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199
"156809",2003,48,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199
"14133",2005,45,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
